cluster	avg_seq_len	MainBody_length	avg_GC_cont	avg_ATcont_after3p	sum_all_reads	num_gap_bars	scale_rate_5p	num_mismatches_8mer	num_mism_in_MB	len_after_MB	gap_droppin_len	gcs	ats	cpg	cwf	ce	cz	cm2	cm3	ct2	ct3	cl2	cl3	ident2rev_compl_clust	hits_on_mature_miR	bracket-mirna-fraction	hairpin-size-estimate	loop-mirna-distance-estimate	loop-size-estimate	loops-in-hairpin	minimum-free-energy	mirna-bracket-discrepancy	mirna-bracket-majority	mirna-unmatched
93	27.6	27	0.436177248677	0.6	15	0	0	0	0	1	0	0.0	0.125	0.333333333333	2.20462023023	0.989385327528	0.5	0.900579139626	0.719304055588	0.875	0.706730769231	0.9	0.847826086957	74	NO	0.357142857142857	55	22	4	1	-17.50	0.588235294117647	10	11
94	20.541322314	24	0.47943563361	0.04614	484	4	4	0	0	3	1	0.111111111111	0.0909090909091	0.45	1.93024358018	0.992737648614	0.434782608696	0.821657371697	0.613923727072	0.6875	0.534722222222	0.75	0.763157894737	74	NO	0.7	74	1	3	2	-11.70	0.875	14	4
95	21.2307692308	14	0.574171761836	0.179486666667	39	10	10	0	2	13	11	0.272727272727	0.111111111111	0.392857142857	1.93273197202	0.979435924223	0.392156862745	0.857905891462	0.657950463203	0.75	0.666666666667	0.8	0.842105263158	67	NO	1	61	2	8	1	-30.30	1	20	0
96	25.7857142857	26	0.533604979329	NA	28	2	2	0	0	0	0	0.0666666666667	0.833333333333	0.267857142857	2.20583659292	0.864383894426	0.473684210526	0.799921948683	0.707309364962	0.625	0.5	0.7	0.755555555556	62	NO	0.592592592592593	78	9	5	1	-22.90	1	16	11
97	20.8876270173	17	0.578394632482	0.21817	1673	3	3	0	0	20	7	0.333333333333	0.4	0.375	2.01625404971	0.947752810306	0.423076923077	0.779568790193	0.647363953297	0.625	0.5	0.7	0.75	70	NO	0.818181818181818	48	1	4	1	-35.20	1	18	4
98	26.6756756757	25	0.39991299629	0.18919	37	1	1	0	0	3	3	0.272727272727	0.25	0.392857142857	2.17903179705	0.962989299089	0.482142857143	0.89862062663	0.720642698296	0.875	0.735	0.9	0.866666666667	69	NO	0.444444444444444	75	13	5	1	-23.10	0.857142857142857	12	13
99	20.30542885	21	0.540060029018	0.0908433333333	968124	9	9	0	0	14	2	0.0909090909091	0.555555555556	0.366666666667	1.9431079095	0.941691549115	0.4	0.857905891462	0.657950463203	0.75	0.666666666667	0.8	0.842105263158	90	NO	0.4	69	21	8	2	-30.60	1	8	12
100	26.1791044776	24	0.295836107112	0.129356666667	67	5	5	0	0	3	0	0.333333333333	0.444444444444	0.5	2.18869758785	0.896332282253	0.490909090909	0.843097189026	0.702276781615	0.8125	0.65	0.85	0.822222222222	76	NO	0.407407407407407	66	10	4	1	 -7.70	1	11	16
101	24.2023809524	22	0.594638763762	0.39881	84	11	11	0	0	2	2	0.0666666666667	0.5	0.267857142857	2.18184666915	0.952708622016	0.490909090909	0.872131323724	0.733976031629	0.75	0.66	0.8	0.844444444444	68	NO	0.444444444444444	38	0	6	1	-21.40	0.75	12	11
102	16.9611940299	15	0.579325885492	0.17811	335	13	13	0	0	5	2	0.111111111111	0.714285714286	0.45	1.78415966889	0.902518266289	0.340425531915	0.776722648902	0.610749629867	0.6	0.557142857143	0.684210526316	0.787878787879	76	NO	0.5	23	0	5	1	-46.40	1	8	8
103	25.1428571429	20	0.492714257129	0.460316666667	21	9	9	4	5	9	5	0.166666666667	0.285714285714	0.342857142857	2.14596724151	0.977141197219	0.472727272727	0.898317422379	0.72249375012	0.8125	0.7109375	0.85	0.863636363636	74	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA
104	22.0153733529	20	0.445301166688	0.25427	1366	1	1	0	0	15	8	0.0	0.5	0.4	2.01610799814	0.945545503318	0.44	0.761595278236	0.653654682481	0.5625	0.45	0.65	0.725	76	NO	0.454545454545455	57	0	8	2	-14.70	1	10	12
105	26.3153153153	24	0.501024084092	0.00300333333333	111	3	3	0	0	11	4	0.0	0.428571428571	0.285714285714	2.20838035498	0.965780142142	0.509090909091	0.845023584071	0.701644520317	0.75	0.576923076923	0.8	0.782608695652	79	NO	0.392857142857143	40	0	24	1	-10.10	0.785714285714286	11	14
106	24.1666666667	20	0.461772486772	0.222223333333	6	6	6	0	0	7	0	0.428571428571	0.384615384615	0.35	2.18315017522	0.937654751788	0.473684210526	0.891362092955	0.747309364962	0.8125	0.7475	0.85	0.888888888889	63	NO	0.481481481481481	49	17	7	1	-22.60	0.590909090909091	13	5
107	24.5263157895	24	0.463799974954	0.05263	38	11	11	0	0	1	1	0.166666666667	0.384615384615	0.342857142857	2.11594393452	0.966119096051	0.490196078431	0.859680468885	0.675993025269	0.8125	0.635869565217	0.85	0.813953488372	68	NO	0.64	54	1	4	1	-10.60	1	16	9
108	23.2368421053	17	0.508983986109	0.25731	114	16	16	0	0	11	7	0.0769230769231	0.0909090909091	0.309523809524	2.07791441664	0.994967189163	0.452830188679	0.888883287857	0.697784057652	0.8125	0.701704545455	0.85	0.857142857143	70	NO	0.583333333333333	66	11	4	1	-18.00	1	14	10
109	27.12039801	27	0.606188424919	0.0398	1005	1	1	0	0	4	2	0.125	0.0909090909091	0.253968253968	2.17588503776	0.982995140968	0.482142857143	0.941795866973	0.720642698296	0.9375	0.7875	0.95	0.888888888889	74	NO	0.740740740740741	53	3	3	1	-31.00	1	20	7
110	22.4554973822	19	0.471429050899	0.483423333333	191	4	4	0	0	18	5	0.272727272727	0.538461538462	0.392857142857	2.09010113541	0.925280148164	0.461538461538	0.800841271877	0.661762182635	0.6875	0.53125	0.75	0.761904761905	64	NO	0.458333333333333	69	20	4	1	-20.70	1	11	13
111	17.1971830986	16	0.356727473915	0.17371	71	0	0	0	0	17	2	0.142857142857	0.333333333333	0.583333333333	1.75765976556	0.96813906223	0.355555555556	0.764141190533	0.563130582248	0.6	0.471428571429	0.684210526316	0.727272727273	70	NO	0.375	15	0	4	1	-13.50	0.6	6	6
112	27.3272727273	27	0.599867724868	0.0	55	0	0	0	0	1	0	0.0	0.0909090909091	0.25	2.17546429561	0.986343464438	0.490909090909	0.82290617489	0.702276781615	0.6875	0.55	0.75	0.777777777778	72	NO	0.814814814814815	78	5	5	1	-30.80	1	22	5
113	24.8181818182	26	0.412663536441	0.0454533333333	88	2	2	0	0	13	1	0.272727272727	0.25	0.392857142857	2.17903179705	0.962989299089	0.490909090909	0.842136944121	0.688943448281	0.75	0.57	0.8	0.777777777778	70	NO	0.518518518518518	79	1	4	2	-21.60	1	14	13
114	24.75	15	0.399958568073	0.66667	12	12	12	0	0	11	0	0.4	0.411764705882	0.47619047619	2.18671767667	0.913822224421	0.519230769231	0.818192473009	0.680642698296	0.6875	0.495	0.75	0.733333333333	69	NO	0.37037037037037	36	0	6	1	-11.30	0.909090909090909	10	16
115	24.024	20	0.662420338188	0.0	375	4	4	0	0	9	8	0.111111111111	0.333333333333	0.225	2.18315017522	0.942555909316	0.490909090909	0.863912545145	0.720642698296	0.8125	0.6825	0.85	0.844444444444	70	NO	0.407407407407407	21	0	5	1	-38.20	0.733333333333333	11	12
116	20.7700534759	17	0.474342696097	0.00134	748	11	11	0	0	1	1	0.111111111111	0.0	0.45	1.7989688296	0.99638905373	0.354166666667	0.800704882779	0.628926210379	0.625	0.583333333333	0.7	0.8	72	NO	0.411764705882353	17	0	4	1	-17.20	0.538461538461538	7	4
117	25.7935483871	23	0.478496471442	0.251613333333	155	5	5	0	0	3	3	0.285714285714	0.285714285714	0.311111111111	2.20753985045	0.970142979335	0.549019607843	0.808911227313	0.658343959406	0.6875	0.449519230769	0.75	0.695652173913	68	NO	0.785714285714286	73	6	3	1	-28.40	1	22	6
118	25.7991391679	25	0.483458219605	0.332855	697	5	5	0	0	2	2	0.384615384615	0.428571428571	0.361111111111	2.18315017522	0.937654751788	0.482142857143	0.868626247026	0.720642698296	0.8125	0.6825	0.85	0.844444444444	68	NO	0.555555555555556	68	0	13	2	-19.30	1	15	12
119	23.8181818182	16	0.516417376956	0.52121	55	14	14	0	0	7	4	0.428571428571	0.5	0.35	2.15643494374	0.917460369378	0.509803921569	0.768771237955	0.656453645923	0.625	0.442708333333	0.7	0.704545454545	65	NO	0.269230769230769	22	3	3	1	-13.20	1	7	19
120	23.3630685539	23	0.471266489356	0.12237	19853	8	8	0	0	10	3	0.5	0.0909090909091	0.444444444444	2.05174232373	0.948658630335	0.450980392157	0.806682728764	0.636814808558	0.6875	0.52380952381	0.75	0.756097560976	71	NO	0.434782608695652	68	23	3	1	-22.50	1	10	13
121	20.2604166667	15	0.332115559131	0.38889	96	10	10	0	0	18	10	0.142857142857	0.230769230769	0.583333333333	1.93829178255	0.951850848029	0.4	0.788891253332	0.620913426166	0.625	0.486111111111	0.7	0.736842105263	71	NO	0.55	68	7	4	2	-20.20	1	11	9
122	23.6666666667	18	0.58153659612	0.38889	6	11	11	0	0	8	6	0.333333333333	0.166666666667	0.3	2.17794117318	0.968368818635	0.473684210526	0.879389857399	0.702276781615	0.8125	0.65	0.85	0.822222222222	75	NO	0.481481481481481	39	0	5	1	-27.60	0.8125	13	11
123	25.7647058824	23	0.470437710438	0.156863333333	51	4	4	0	0	3	0	0.166666666667	0.2	0.342857142857	2.17588503776	0.982995140968	0.490909090909	0.833669785263	0.6705775316	0.6875	0.495	0.75	0.733333333333	67	NO	0.666666666666667	64	0	7	1	-23.70	1	18	9
124	21.0532915361	17	0.500593487255	0.327063333333	319	1	1	0	0	16	12	0.333333333333	0.555555555556	0.5	1.86337139174	0.920625085141	0.375	0.815983357371	0.617136588519	0.6875	0.6015625	0.75	0.805555555556	67	NO	0.722222222222222	71	14	5	1	-12.40	1	13	5
125	25.7142857143	27	0.367504409171	NA	7	1	1	0	0	0	0	0.4	0.411764705882	0.47619047619	2.18671767667	0.913822224421	0.490909090909	0.817790127047	0.693976031629	0.75	0.6	0.8	0.8	71	NO	0.407407407407407	34	0	7	1	-16.10	0.647058823529412	11	10
126	18.803030303	17	0.501879793838	0.0	66	3	3	3	2	10	10	0.111111111111	0.142857142857	0.45	1.75290966889	0.988608500731	0.347826086957	0.764141190533	0.563130582248	0.6	0.471428571429	0.684210526316	0.727272727273	76	NO	0.6875	39	2	4	1	-16.50	1	11	5
127	25.5113636364	18	0.327577388901	0.196966666667	88	10	10	0	0	12	5	0.75	0.473684210526	1.14285714286	2.21195045592	0.811442013348	0.509433962264	0.72299887176	0.656578428466	0.5625	0.405	0.65	0.688888888889	75	NO	0.185185185185185	64	21	12	2	 -3.80	1	5	22
128	25.7142857143	22	0.628549382716	0.380953333333	7	3	3	0	1	6	6	0.125	0.272727272727	0.253968253968	2.17772829098	0.973142011789	0.482142857143	0.879389857399	0.733976031629	0.8125	0.715	0.85	0.866666666667	63	NO	0.518518518518518	59	8	4	1	-24.20	0.777777777777778	14	9
129	19.76	16	0.509088094377	0.293333333333	25	2	2	0	0	14	11	0.2	0.428571428571	0.416666666667	1.81117581487	0.951983906544	0.34	0.831954882779	0.651148432601	0.6875	0.6875	0.75	0.857142857143	76	NO	0.529411764705882	56	10	15	1	-22.10	0.692307692307692	9	4
130	22.0666666667	21	0.448699779057	0.17778	15	7	7	2	1	6	0	0.333333333333	0.666666666667	0.5	1.99397173291	0.875112438643	0.42	0.752173742391	0.620268620662	0.5625	0.414473684211	0.65	0.692307692308	78	NO	0.619047619047619	75	19	3	1	-29.50	1	13	8
131	22.6504854369	20	0.543153058697	0.145633333333	103	0	0	0	0	9	8	0.636363636364	0.555555555556	0.611111111111	1.96153204936	0.856443810759	0.425531914894	0.698697135276	0.602394907648	0.5	0.361111111111	0.6	0.657894736842	70	NO	0.2	11	0	4	1	 -7.60	0.5	4	12
132	25.2222222222	20	0.359973201402	0.22222	9	6	6	0	0	2	0	0.2	0.176470588235	0.416666666667	2.17903179705	0.962989299089	0.54	0.802466780476	0.657244198267	0.6875	0.4675	0.75	0.711111111111	70	NO	0.62962962962963	63	4	8	1	-16.00	1	17	10
133	26.4166666667	23	0.431955172444	0.416663333333	12	3	3	0	1	9	6	0.454545454545	0.375	0.458333333333	2.18547482119	0.92525345883	0.519230769231	0.818192473009	0.662276781615	0.6875	0.495	0.75	0.733333333333	71	NO	0.518518518518518	57	2	9	1	 -9.80	1	14	13
134	18.2783505155	17	0.494520489705	0.34021	97	12	12	3	4	1	0	0.333333333333	0.428571428571	0.5	1.76587959074	0.941428031846	0.355555555556	0.684893065497	0.563130582248	0.466666666667	0.366666666667	0.578947368421	0.666666666667	70	NO	0.6875	63	0	5	2	-21.60	1	11	5
135	23.0952380952	12	0.53231962482	0.253966666667	21	15	15	0	0	6	0	0.0666666666667	0.333333333333	0.267857142857	2.17730754882	0.976490335259	0.482142857143	0.872131323724	0.707309364962	0.8125	0.65	0.85	0.822222222222	65	NO	0.407407407407407	79	0	5	2	-13.20	0.6875	11	11
136	24.4509803922	16	0.409385712593	0.751633333333	51	9	9	0	0	17	13	0.454545454545	0.466666666667	0.458333333333	2.1570584337	0.91159225701	0.5	0.829769892656	0.647807031355	0.75	0.53125	0.8	0.75	71	NO	0.307692307692308	35	0	20	1	-38.20	1	8	18
137	22.875	17	0.790189853719	0.0	8	8	8	0	0	3	0	0.181818181818	0.2	0.188034188034	2.20234509885	0.833185809397	0.519230769231	0.772472400873	0.648943448281	0.625	0.4	0.7	0.666666666667	78	NO	0.592592592592593	43	0	4	1	-48.00	0.8	16	7
138	23.8333333333	19	0.439770374553	0.5	6	5	5	0	0	8	7	0.666666666667	0.2	0.6	2.19083605484	0.909695955412	0.519230769231	0.806220237453	0.657244198267	0.6875	0.4675	0.75	0.711111111111	69	NO	0.296296296296296	63	0	7	2	 -2.60	1	8	19
139	19.16	16	0.562695509949	0.186666666667	50	13	13	0	1	4	3	0.333333333333	0.5	0.5	1.81564649409	0.93271855266	0.34	0.788909765557	0.651148432601	0.625	0.625	0.7	0.828571428571	80	NO	0.529411764705882	52	0	3	1	-27.20	0.9	9	7
140	25.0	26	0.491332088391	0.4	5	1	1	0	0	1	0	0.692307692308	0.142857142857	0.590909090909	2.19143645258	0.904045180538	0.490909090909	0.825048660722	0.696578428466	0.75	0.63	0.8	0.822222222222	67	NO	0.185185185185185	30	0	21	1	-11.10	0.833333333333333	5	21
141	27.25	27	0.454365079365	NA	8	1	1	0	0	0	0	0.166666666667	0.0666666666667	0.342857142857	2.17491341888	0.990173206948	0.509433962264	0.833669785263	0.662276781615	0.6875	0.495	0.75	0.733333333333	69	NO	0.518518518518518	82	0	7	2	-25.30	1	14	13
142	26.2	25	0.519740740741	0.333333333333	5	1	1	0	0	4	0	0.285714285714	0.384615384615	0.311111111111	2.18000341594	0.957660593667	0.529411764706	0.845642020819	0.648943448281	0.8125	0.5525	0.85	0.755555555556	78	NO	0.481481481481481	64	0	4	2	-23.60	0.764705882352941	13	10
143	26.4	19	0.388993316625	0.1	10	9	9	0	0	8	0	0.4	0.294117647059	0.47619047619	2.18417131512	0.933556810972	0.54	0.742229640991	0.608943448281	0.5625	0.315	0.65	0.6	75	NO	0.814814814814815	76	0	13	2	-16.70	1	22	5
144	25.9	23	0.377032359175	0.0	10	6	6	0	0	1	0	0.2	0.0588235294118	0.416666666667	2.17827916771	0.96931226928	0.473684210526	0.903334328511	0.733976031629	0.8125	0.715	0.85	0.866666666667	69	NO	0.518518518518518	54	6	9	1	-14.40	0.777777777777778	14	9
145	25.1666666667	22	0.454325396825	0.444446666667	6	0	0	0	0	7	6	0.333333333333	0.2	0.375	2.17827916771	0.96931226928	0.473684210526	0.888817261162	0.747309364962	0.8125	0.7475	0.85	0.888888888889	72	NO	0.740740740740741	62	0	7	1	-21.40	1	20	7
146	23.4460895314	23	0.457849370075	0.154913333333	5741	1	1	0	0	5	2	0.0909090909091	0.0	0.366666666667	2.0427197694	0.997890423954	0.418181818182	0.924461455771	0.716179887923	0.875	0.833333333333	0.9	0.926829268293	74	YES	0.739130434782609	57	5	7	1	-21.30	1	17	6
147	21.8387096774	16	0.474984421211	0.65054	62	6	6	0	0	18	12	0.2	0.384615384615	0.416666666667	2.04971820624	0.956583151565	0.418181818182	0.892021081086	0.716179887923	0.875	0.833333333333	0.9	0.926829268293	70	NO	0.173913043478261	67	27	5	2	-12.40	1	4	19
148	25.4342105263	20	0.481004477033	0.0833333333333	76	8	8	0	0	6	5	0.0	0.0666666666667	0.333333333333	2.17416078954	0.994646816581	0.473684210526	0.956312934322	0.747309364962	0.9375	0.8625	0.95	0.933333333333	67	NO	0.555555555555556	79	1	7	2	-16.50	1	15	12
149	25.35	22	0.480428653472	0.466666666667	20	5	5	0	2	6	0	0.333333333333	0.230769230769	0.375	2.11548953299	0.969735285399	0.446428571429	0.893483724071	0.739434239053	0.8125	0.777173913043	0.85	0.906976744186	74	NO	0.36	29	6	9	1	-18.60	0.529411764705882	9	8
150	24.4	19	0.367583955497	0.35	20	9	9	0	0	3	3	0.2	0.176470588235	0.416666666667	2.17903179705	0.962989299089	0.473684210526	0.929823631417	0.747309364962	0.9375	0.8625	0.95	0.933333333333	68	NO	0.333333333333333	61	19	7	1	-24.00	0.5625	9	11
151	25.7	22	0.539444280128	0.466666666667	10	2	2	0	0	5	0	0.2	0.0	0.277777777778	2.17513240842	0.987468750601	0.490909090909	0.915306564067	0.747309364962	0.875	0.805	0.9	0.911111111111	69	NO	0.666666666666667	53	0	8	1	-25.20	1	18	9
152	23.6641104294	17	0.594799212702	0.385735	652	12	12	0	0	2	2	0.333333333333	0.0909090909091	0.3	2.14732088243	0.966597995569	0.456140350877	0.873415172422	0.72249375012	0.8125	0.7109375	0.85	0.863636363636	74	NO	0.692307692307692	72	8	3	1	-44.10	1	18	8
153	22.2094594595	15	0.468027550358	0.391893333333	148	17	17	1	2	12	6	0.166666666667	0.538461538462	0.342857142857	2.12120462264	0.93722222729	0.462962962963	0.880513802219	0.710448731807	0.8125	0.70652173913	0.85	0.860465116279	70	NO	0.68	71	3	3	2	-24.20	1	17	8
154	21.9118396163	22	0.556358297508	0.0111366666667	134278	4	4	0	0	6	1	0.166666666667	0.6	0.342857142857	2.02223210439	0.92832660639	0.423076923077	0.889629653262	0.686988015815	0.8125	0.73125	0.85	0.875	68	YES	0.954545454545455	60	5	6	1	-39.70	1	21	1
155	20.210652304	17	0.569376670551	0.41612	1671	3	3	0	0	10	5	0.272727272727	0.111111111111	0.392857142857	1.93273197202	0.979435924223	0.392156862745	0.920470200701	0.676468981722	0.875	0.826388888889	0.9	0.921052631579	65	NO	0.45	43	0	5	1	-27.10	1	9	11
156	26.6538461538	26	0.568157400456	0.02564	78	3	3	0	0	2	2	0.0	0.0909090909091	0.25	2.17546429561	0.986343464438	0.465517241379	0.884103559281	0.747309364962	0.8125	0.7475	0.85	0.888888888889	67	NO	0.407407407407407	65	7	6	2	-33.40	0.647058823529412	11	10
157	24.1458333333	18	0.585236925108	0.23611	48	10	10	0	2	7	4	0.0666666666667	0.166666666667	0.267857142857	2.17491341888	0.990173206948	0.482142857143	0.949054400648	0.733976031629	0.9375	0.825	0.95	0.911111111111	73	NO	0.851851851851852	73	2	6	1	-27.00	1	23	4
158	27.03125	27	0.486441798942	NA	32	1	1	0	0	0	0	0.0769230769231	0.285714285714	0.309523809524	2.17588503776	0.982995140968	0.482142857143	0.917851395861	0.720642698296	0.875	0.735	0.9	0.866666666667	62	NO	0.296296296296296	25	0	6	1	-12.70	0.615384615384615	8	14
159	25.1428571429	21	0.559878068186	0.190476666667	7	6	6	1	0	3	3	0.2	0.333333333333	0.277777777778	2.17827916771	0.96931226928	0.490909090909	0.868626247026	0.720642698296	0.8125	0.6825	0.85	0.844444444444	68	YES	0.703703703703704	64	4	5	1	-30.30	1	19	8
160	22.1666666667	13	0.481650793651	0.444446666667	6	7	7	0	0	14	9	0.0769230769231	0.285714285714	0.309523809524	2.17588503776	0.982995140968	0.5	0.857614256375	0.720642698296	0.75	0.63	0.8	0.822222222222	67	NO	0.37037037037037	83	0	4	3	-25.00	0.555555555555556	10	9
161	21.2352941176	14	0.512074618014	0.490196666667	17	13	13	0	0	8	5	0.666666666667	0.0	0.6	2.02594798467	0.901566675279	0.423076923077	0.842010605643	0.670321349148	0.6875	0.584375	0.75	0.8	71	NO	0.318181818181818	23	0	9	1	-11.30	0.7	7	12
162	23.1666666667	19	0.43977602737	0.011905	42	9	9	4	1	2	1	0.4	0.0588235294118	0.47619047619	2.18184666915	0.952708622016	0.482142857143	0.891362092955	0.733976031629	0.8125	0.715	0.85	0.866666666667	73	NO	0.555555555555556	57	0	6	1	-24.30	0.9375	15	11
163	24.9047619048	20	0.546390069507	0.333333333333	21	11	11	0	1	7	6	0.428571428571	0.2	0.35	2.08608769629	0.943959251336	0.436363636364	0.853610325924	0.728087087955	0.6875	0.65625	0.75	0.857142857143	70	NO	0.5	47	0	16	1	 -9.20	1	12	12
164	24.6	22	0.562846510215	0.2	5	0	0	0	0	6	0	0.2	0.0	0.277777777778	2.17513240842	0.987468750601	0.509433962264	0.910592862186	0.707309364962	0.875	0.7	0.9	0.844444444444	75	NO	0.666666666666667	83	1	6	2	-27.90	1	18	9
165	27.0	26	0.411604599105	0.57143	7	0	0	0	0	2	0	0.0909090909091	0.25	0.366666666667	2.17718854384	0.972842428268	0.509433962264	0.921604852837	0.707309364962	0.9375	0.75	0.95	0.866666666667	76	NO	0.407407407407407	77	0	4	3	-26.20	0.846153846153846	11	14
166	24.6470588235	19	0.612777217415	0.19608	17	6	6	0	0	8	8	0.294117647059	0.4	0.257575757576	2.18417131512	0.933556810972	0.490909090909	0.825451006683	0.707309364962	0.6875	0.55	0.75	0.777777777778	70	NO	0.296296296296296	27	0	4	1	-13.70	0.8	8	17
167	27.0	27	0.592592592593	0.08696	23	0	0	0	0	1	1	0.25	0.0909090909091	0.266666666667	2.17718854384	0.972842428268	0.482142857143	0.845642020819	0.707309364962	0.75	0.6	0.8	0.8	67	NO	0.407407407407407	35	0	5	1	-37.30	0.733333333333333	11	12
168	26.0	25	0.320337881741	0.125	8	2	2	0	0	2	1	0.5	0.0526315789474	0.666666666667	2.19083605484	0.909695955412	0.473684210526	0.860159088168	0.733976031629	0.75	0.66	0.8	0.844444444444	69	NO	0.592592592592593	58	9	5	1	-26.30	1	16	11
169	27.0	27	0.62962962963	NA	6	0	0	0	0	0	0	0.294117647059	0.2	0.257575757576	2.18060381367	0.950160458236	0.5	0.838383487144	0.702276781615	0.75	0.6	0.8	0.8	67	NO	0.444444444444444	66	20	6	1	-28.90	0.8	12	12
170	22.6666666667	13	0.303884711779	0.25926	9	8	8	0	0	6	0	0.777777777778	0.333333333333	1.125	2.20763032513	0.849122917508	0.509433962264	0.806220237453	0.702276781615	0.6875	0.55	0.75	0.777777777778	67	NO	0.222222222222222	52	0	41	1	 -2.37	1	6	21
171	25.0	22	0.634343434343	0.111113333333	6	5	5	0	0	3	1	0.222222222222	0.111111111111	0.233766233766	2.18135644302	0.945686848603	0.529411764706	0.891362092955	0.680642698296	0.8125	0.585	0.85	0.777777777778	55	NO	0.703703703703704	77	11	4	1	-41.90	1	19	8
172	25.375	22	0.34545942517	0.416666666667	8	1	1	0	0	5	0	0.6	0.0588235294118	0.625	2.18911180661	0.923196991582	0.519230769231	0.817232228104	0.688943448281	0.75	0.57	0.8	0.777777777778	63	NO	0.555555555555556	62	0	4	2	-22.00	1	15	12
173	26.1666666667	25	0.487160493827	0.333335	6	0	0	0	0	2	0	0.0769230769231	0.142857142857	0.309523809524	2.17416078954	0.994646816581	0.490909090909	0.922565097742	0.7105775316	0.9375	0.7875	0.95	0.888888888889	52	NO	0.62962962962963	62	7	4	1	-27.10	1	17	10
174	26.0	27	0.531986531987	NA	5	0	0	0	0	0	0	0.142857142857	0.230769230769	0.291666666667	2.17546429561	0.986343464438	0.482142857143	0.872131323724	0.697244198267	0.8125	0.65	0.85	0.822222222222	65	NO	0.481481481481481	75	0	6	3	-30.20	0.684210526315789	13	8
175	26.4	27	0.448660968661	NA	5	0	0	0	0	0	0	0.5	0.6	0.444444444444	2.19365092694	0.87635763949	0.490909090909	0.787949713127	0.675610114948	0.6875	0.495	0.75	0.733333333333	73	NO	0.666666666666667	51	0	8	2	-19.80	0.818181818181818	18	5
176	21.25	11	0.393296613517	0.0	16	15	15	0	1	13	10	0.4	0.0588235294118	0.47619047619	2.18184666915	0.952708622016	0.509433962264	0.806220237453	0.683910864934	0.6875	0.5225	0.75	0.755555555556	69	NO	0.148148148148148	54	21	4	1	-16.30	1	4	23
177	24.6153846154	22	0.292686701382	0.38462	13	5	5	0	0	1	0	0.5	0.263157894737	0.666666666667	2.19267930805	0.89261394613	0.509433962264	0.791703170103	0.648943448281	0.625	0.4	0.7	0.666666666667	76	NO	0.740740740740741	56	0	3	1	-17.20	1	20	7
